# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/real_yeast.gtf" "-o" "FeatureCounts.txt" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam
YDR029W	chrIV	501100	501414	+	315	483	768	549	362	401	356
YDR485C	chrIV	1424820	1427207	-	2388	2534	3262	2789	1748	1922	1937
YDR408C	chrIV	1288215	1288859	-	645	869	1263	860	590	613	662
YDR038C	chrIV	527422	530697	-	3276	239	245	226	121	132	140
YDL204W	chrIV	94605	95786	+	1182	70201	83777	54563	38958	37491	56989
YDR019C	chrIV	484163	485365	-	1203	2611	4194	2047	1485	1732	2526
YDR477W	chrIV	1412373	1414274	+	1902	2945	3784	2867	1863	1982	2277
YDR254W	chrIV	965113	966489	+	1377	935	1075	707	528	505	670
YDR514C	chrIV	1471548	1472999	-	1452	462	540	405	285	286	229
YDR296W	chrIV	1055212	1055892	+	681	442	707	462	289	351	282
YDL216C	chrIV	68997	70319	-	1323	1147	1591	1087	712	776	721
YDL100C	chrIV	282112	283176	-	1065	816	1171	812	509	600	707
YDL068W	chrIV	333500	333829	+	330	5	9	11	5	4	5
YDL026W	chrIV	404749	405060	+	312	22	24	25	9	24	15
YDL124W	chrIV	240259	241197	+	939	25586	28253	23489	14075	16223	18503
YDL227C	chrIV	46271	48031	-	1761	30	51	29	27	26	39
YDL111C	chrIV	263313	264110	-	798	704	855	816	401	578	366
YDR324C	chrIV	1114433	1116763	-	2331	513	932	624	506	466	416
YDL170W	chrIV	156318	157904	+	1587	668	1020	728	379	520	517
YDR317W	chrIV	1102184	1103428	+	1245	323	490	278	235	214	194
YDR436W	chrIV	1334821	1336953	+	2133	8056	7793	5390	4697	4182	5268
YDR208W	chrIV	868224	870563	+	2340	3002	3693	2977	1880	1998	2313
YDR386W	chrIV	1246084	1247982	+	1899	322	424	397	266	227	236
YDR504C	chrIV	1456311	1456694	-	384	303	327	120	116	164	190
YDL220C	chrIV	62244	65018	-	2775	623	849	627	497	494	465
YDR396W	chrIV	1266295	1266795	+	501	77	16	12	34	19	42
YDR258C	chrIV	971808	974243	-	2436	13166	15085	14047	7616	9547	9601
YDR176W	chrIV	814452	816560	+	2109	1445	1967	1662	935	1033	1017
YDL099W	chrIV	283419	284444	+	1026	1736	2523	2336	1141	1483	1279
YDR380W	chrIV	1234218	1236125	+	1908	432	521	388	255	355	224
YDL110C	chrIV	264512	264964	-	453	17907	23049	15352	10569	11134	10636
YDR148C	chrIV	753675	755066	-	1392	4564	5626	3514	2865	2718	3506
YDL201W	chrIV	99561	100421	+	861	629	987	653	466	485	502
YDL107W	chrIV	268921	269976	+	1056	541	719	655	362	435	298
YDR515W	chrIV	1473429	1474772	+	1344	751	1135	734	466	551	559
YDR133C	chrIV	720962	721297	-	336	599	868	506	295	421	378
YDR378C	chrIV	1229349	1229609	-	261	620	1169	623	401	523	313
YDR473C	chrIV	1404445	1405854	-	1410	2884	3168	3735	1602	2194	1527
YDR403W	chrIV	1274602	1276212	+	1611	884	1082	904	455	632	432
YDR268W	chrIV	1004004	1005143	+	1140	242	291	212	178	179	126
YDR409W	chrIV	1289406	1292120	+	2715	1439	1836	1291	753	982	958
YDR173C	chrIV	810565	811632	-	1068	1196	1475	895	763	786	606
YDR187C	chrIV	836228	836746	-	519	35	36	20	19	6	22
YDR389W	chrIV	1252537	1254501	+	1965	1538	1853	1191	1067	983	1095
YDR417C	chrIV	1301555	1301926	-	372	8	10	9	6	11	1
YDR165W	chrIV	784871	786205	+	1335	578	942	705	428	551	436
YDL113C	chrIV	256633	258555	-	1923	2943	3598	2232	1699	1714	1995
YDR426C	chrIV	1321629	1322006	-	378	2	0	2	0	0	0
YDR521W	chrIV	1483141	1483476	+	336	5	9	3	2	5	3
YDR086C	chrIV	616928	617170	-	243	792	1090	668	454	549	545
YDL021W	chrIV	413953	414888	+	936	1603	2042	1983	844	1292	1113
YDR023W	chrIV	489508	490896	+	1389	1302	1736	1404	913	1089	1055
YDR394W	chrIV	1261681	1262967	+	1287	3238	4217	2865	1897	2088	2588
YDR320C-A	chrIV	1108280	1108498	-	219	692	1254	832	486	638	396
YDR003W-A	chrIV	454782	454904	+	123	381	370	316	178	278	229
YDR183W	chrIV	829585	830277	+	693	98	150	123	109	88	66
YDR245W	chrIV	952800	953981	+	1182	959	1193	1123	539	756	575
YDR431W	chrIV	1328390	1328701	+	312	0	0	1	0	2	3
YDL154W	chrIV	178334	181039	+	2706	412	518	479	250	333	290
YDL184C	chrIV	130407	130484	-	78	250	458	264	133	228	128
YDR153C	chrIV	766736	767971	-	1236	2843	3767	3033	2091	2074	2054
YDR014W-A	chrIV	477797	478285	+	489	3	16	11	6	7	10
YDR434W	chrIV	1331237	1332841	+	1605	946	1370	958	670	774	590
YDL002C	chrIV	446967	447578	-	612	738	1184	624	450	479	389
YDR225W	chrIV	915530	915928	+	399	892	1097	808	505	662	693
YDR418W	chrIV	1301616	1302113	+	498	72	81	52	37	32	43
YDR224C	chrIV	914317	914712	-	396	1614	1988	1476	808	1025	1089
YDR502C	chrIV	1453310	1454464	-	1155	2328	2496	1908	1276	1324	1536
YDR447C	chrIV;chrIV	1354829;1355551	1355236;1355553	-;-	411	220	446	213	137	188	134
YDL039C	chrIV	381985	384081	-	2097	508	569	566	286	482	296
YDL225W	chrIV	52445	54100	+	1656	1186	1553	1229	847	885	763
YDR259C	chrIV	974631	975782	-	1152	344	573	363	320	317	337
YDR495C	chrIV	1438115	1441150	-	3036	710	905	596	464	506	572
YDL151C	chrIV	183318	183899	-	582	19	34	20	25	18	12
YDR357C	chrIV	1189199	1189567	-	369	998	2090	1122	635	917	636
YDR370C	chrIV	1217782	1219110	-	1329	387	614	401	289	338	245
YDR298C	chrIV	1058176	1058814	-	639	616	964	587	404	519	543
YDR276C	chrIV	1013476	1013643	-	168	3929	4102	3565	1818	2272	2607
YDL185C-A	chrIV	126608	126835	-	228	104	167	104	94	83	72
YDR545C-A	chrIV	1530863	1531342	-	480	0	0	0	0	0	0
tM(CAU)D	chrIV	1175829	1175901	+	73	1	0	1	0	0	0
YDL247W	chrIV	5985	7814	+	1830	0	2	6	3	4	2
YDR406W	chrIV	1279210	1283799	+	4590	6793	9256	5555	4023	4323	5315
YDR273W	chrIV	1010176	1011273	+	1098	983	1066	648	514	517	658
YDR269C	chrIV	1005665	1005988	-	324	3	3	1	1	3	10
YDR453C	chrIV	1365072	1365662	-	591	1785	1802	2014	823	1127	1399
YDR383C	chrIV	1239960	1240676	-	717	357	556	373	228	265	212
YDR375C	chrIV	1225166	1226536	-	1371	995	1033	907	606	569	599
YDL161W	chrIV	167714	169078	+	1365	3530	4236	4248	2132	2644	2271
YDL051W	chrIV	363952	364779	+	828	552	961	640	434	474	376
YDR084C	chrIV	613405	614004	-	600	368	467	381	228	291	266
YDL056W	chrIV	352877	355378	+	2502	2096	2426	1729	1265	1293	1394
YDR344C	chrIV	1162006	1162449	-	444	43	40	21	17	12	23
YDR320C	chrIV	1106095	1108101	-	2007	1466	1769	1321	945	953	1053
YDR221W	chrIV	907330	909438	+	2109	1653	1994	1878	1032	1223	1184
tI(AAU)D	chrIV	668007	668080	-	74	3	3	4	0	4	0
YDL032W	chrIV	393690	394001	+	312	6	7	5	2	11	10
YDR456W	chrIV	1367485	1369386	+	1902	1014	1243	866	619	609	793
YDL036C	chrIV	387513	388901	-	1389	271	447	315	198	262	246
tL(CAA)D	chrIV;chrIV	1461715;1461792	1461758;1461829	-;-	82	0	4	3	5	3	2
YDL217C	chrIV	67983	68606	-	624	470	657	478	312	365	307
snR63	chrIV	323217	323471	-	255	6	22	13	6	7	3
YDR334W	chrIV	1135932	1140476	+	4545	3380	4228	2618	2264	2121	2047
YDL049C	chrIV	365068	365874	-	807	568	937	535	308	436	401
YDL164C	chrIV	164987	167254	-	2268	883	930	840	669	620	566
YDR384C	chrIV	1241204	1242031	-	828	307	618	444	306	311	298
YDR149C	chrIV	755555	756262	-	708	5	10	4	6	7	7
YDR093W	chrIV	631282	636120	+	4839	1057	1550	1000	820	790	981
YDR071C	chrIV	588827	589402	-	576	2264	3184	2176	1221	1710	1172
YDL143W	chrIV	199996	201582	+	1587	1224	1793	1214	911	977	1009
YDR032C	chrIV	504099	504695	-	597	4560	5822	3346	2494	2939	3030
tR(UCU)D	chrIV	568882	568953	+	72	0	1	0	0	0	0
YDR063W	chrIV	578663	579112	+	450	458	693	456	263	283	351
YDL166C	chrIV	163449	164042	-	594	266	388	316	168	262	199
YDR004W	chrIV	455201	456583	+	1383	801	1168	950	551	670	585
YDR151C	chrIV	764178	765155	-	978	1740	2191	2386	992	1448	1207
YDR037W	chrIV	525440	527215	+	1776	3060	3899	2962	1769	2102	2257
YDL175C	chrIV	144484	145518	-	1035	156	208	170	110	148	94
YDR286C	chrIV	1035231	1035575	-	345	68	91	62	28	47	28
YDR172W	chrIV	808324	810381	+	2058	2778	3831	2997	1944	2124	2224
YDL174C	chrIV	145826	147589	-	1764	6829	8918	6917	4522	4627	5783
YDR080W	chrIV	604008	606986	+	2979	2221	2610	2232	1318	1462	1426
YDR503C	chrIV	1455042	1455866	-	825	250	349	216	174	195	173
YDR069C	chrIV	584939	587719	-	2781	3102	4067	2921	1985	2080	2160
YDR047W	chrIV	551860	552948	+	1089	390	605	344	229	215	319
YDR215C	chrIV	894089	894502	-	414	95	141	120	63	72	58
YDR267C	chrIV	1002510	1003502	-	993	513	782	614	352	429	388
YDR142C	chrIV	740473	741600	-	1128	1243	1804	1197	847	883	955
YDL212W	chrIV	78426	79058	+	633	927	1685	896	534	736	490
YDR249C	chrIV	958681	959802	-	1122	232	248	177	188	165	133
YDL209C	chrIV	86207	87226	-	1020	785	948	835	504	578	386
YDR044W	chrIV	546642	547628	+	987	125	270	170	104	160	140
tK(UUU)D	chrIV;chrIV	359577;359637	359613;359672	+;+	73	6	2	4	1	1	0
YDR311W	chrIV	1085065	1086993	+	1929	1666	2279	1828	1005	1463	1000
YDL159C-B	chrIV	173056	173232	-	177	0	0	0	0	0	0
YDR222W	chrIV	910054	911301	+	1248	737	1127	1254	465	770	490
YDR510C-A	chrIV	1469695	1469811	-	117	3	10	2	1	5	13
YDR401W	chrIV	1272223	1272786	+	564	0	0	0	0	0	0
YDR207C	chrIV	865012	867522	-	2511	1625	2326	1819	1208	1392	1460
YDL005C	chrIV	441014	442309	-	1296	2877	3836	2750	1952	2042	1738
YDR295C	chrIV	1052623	1054647	-	2025	1082	1196	862	674	691	707
YDR543C	chrIV	1524634	1524933	-	300	4	0	0	0	2	0
YDL208W	chrIV	87512	87982	+	471	448	619	506	294	355	298
YDR135C	chrIV	723004	727551	-	4548	4357	5869	3439	3055	2736	3366
YDL114W	chrIV	255604	256530	+	927	74	73	91	42	55	26
YDR247W	chrIV	956013	957398	+	1386	12964	12112	6473	6754	5350	9099
YDL197C	chrIV	104917	106494	-	1578	2481	3223	2197	1693	1470	2029
YDR229W	chrIV	924785	926146	+	1362	2248	2913	2255	1282	1622	1469
YDR095C	chrIV	636117	636527	-	411	4	3	2	4	1	5
YDR027C	chrIV	494649	497318	-	2670	1808	2171	1763	1162	1146	1260
YDL106C	chrIV	270222	271901	-	1680	1499	2038	1743	992	1114	969
YDR404C	chrIV	1276654	1277169	-	516	483	633	476	356	351	310
YDR256C	chrIV	968133	969680	-	1548	2951	4826	3766	2311	2396	2068
YDR518W	chrIV	1478608	1480161	+	1554	133	215	131	97	120	121
YDR055W	chrIV	563527	564861	+	1335	3729	6197	4468	3587	4221	3247
YDL087C	chrIV	300214	300999	-	786	696	813	654	461	488	466
YDR177W	chrIV	816878	817525	+	648	1181	1411	886	560	796	729
YDL014W	chrIV	427364	428347	+	984	1029	1727	1446	968	1104	811
YDR289C	chrIV	1038280	1039509	-	1230	920	1398	946	622	757	572
YDL159W	chrIV	172481	174028	+	1548	778	1000	876	472	550	488
YDR532C	chrIV	1499396	1500553	-	1158	869	998	986	447	662	387
YDR137W	chrIV	728259	730250	+	1992	969	1370	927	626	754	679
YDL153C	chrIV	181186	183018	-	1833	1205	1935	1377	953	1061	927
YDR393W	chrIV	1259901	1261271	+	1371	960	1218	835	537	543	566
YDR506C	chrIV	1459728	1461554	-	1827	990	1182	797	540	575	609
YDL219W	chrIV;chrIV	65242;65378	65306;65765	+;+	453	241	302	179	159	180	137
YDL090C	chrIV	295034	296329	-	1296	368	470	345	213	256	243
YDR033W	chrIV	508147	509109	+	963	1820	2599	2262	1109	1388	1554
YDR035W	chrIV	521816	522928	+	1113	2905	4091	3120	1857	2265	2259
YDR332W	chrIV	1131001	1133070	+	2070	809	1111	850	485	601	519
YDR510W	chrIV	1469400	1469705	+	306	1653	2775	2361	1219	1563	1292
YDL055C	chrIV	355674	356759	-	1086	284	630	463	329	454	347
YDR480W	chrIV	1417399	1418370	+	972	804	779	977	490	545	510
YDL103C	chrIV	275148	276581	-	1434	369	476	414	272	258	285
YDL085C-A	chrIV	302464	302670	-	207	407	965	596	326	502	227
YDR350C	chrIV	1176120	1178174	-	2055	1706	1998	1397	1032	1104	1046
YDR342C	chrIV	1154216	1155928	-	1713	250	336	228	118	152	251
YDR087C	chrIV	617470	618306	-	837	475	789	446	339	421	278
YDL236W	chrIV	32296	33234	+	939	611	661	686	334	445	314
YDR012W	chrIV	471853	472941	+	1089	1292	2031	1200	1122	1073	1195
YDL121C	chrIV	245133	245582	-	450	973	1947	1319	679	893	584
YDR525W-A	chrIV	1490596	1490835	+	240	325	380	273	194	205	189
tG(GCC)D2	chrIV	992832	992902	+	71	4	4	8	2	4	2
YDL190C	chrIV	118707	121592	-	2886	2698	2926	2144	1646	1546	1723
YDL047W	chrIV	369771	370706	+	936	3270	3549	3021	1835	2179	2254
YDR099W	chrIV	653607	654428	+	822	7149	9704	6688	4475	5084	5560
YDR092W	chrIV;chrIV	629876;630174	629905;630605	+;+	462	1059	1407	1121	730	752	822
YDR164C	chrIV	782041	784215	-	2175	1102	1321	1042	670	669	720
YDR058C	chrIV	567723	568703	-	981	826	1028	820	442	579	370
YDL020C	chrIV	415113	416708	-	1596	11213	14402	10218	6975	8080	7324
YDL025C	chrIV	405344	407206	-	1863	3448	4184	2831	2028	1985	2782
YDR374C	chrIV	1223474	1224394	-	921	91	132	137	60	79	36
YDL207W	chrIV	88248	89864	+	1617	1660	2192	2002	1070	1242	1212
YDR270W	chrIV	1005675	1008689	+	3015	1907	2731	1781	1337	1217	1437
YDR152W	chrIV	765706	766503	+	798	1492	2040	1904	880	1368	841
YDL148C	chrIV	188154	190586	-	2433	1497	2375	1599	1202	1201	1057
tI(UAU)D	chrIV;chrIV	884361;884458	884397;884493	+;+	73	3	8	3	5	2	0
YDR379C-A	chrIV	1233278	1233517	-	240	270	440	361	145	220	139
YDR218C	chrIV	903781	905052	-	1272	118	209	141	82	111	64
YDL018C	chrIV	422833	423510	-	678	193	409	212	146	161	100
YDR507C	chrIV	1462358	1465786	-	3429	218	498	353	247	334	219
YDL003W	chrIV	444683	446383	+	1701	40	57	68	43	38	20
YDR524C-B	chrIV	1489598	1489798	-	201	875	1418	1174	543	935	618
YDR371W	chrIV	1219413	1220948	+	1536	671	882	583	410	375	469
YDR359C	chrIV	1191936	1194884	-	2949	2588	3365	2285	1913	1773	2087
YDL180W	chrIV	135896	137539	+	1644	766	1155	868	490	633	540
YDL133W	chrIV	222427	223740	+	1314	1859	2370	2020	1509	1437	1087
YDR335W	chrIV	1141168	1144842	+	3675	3386	4529	2822	2281	2124	2806
YDR351W	chrIV	1178666	1181260	+	2595	1710	2378	1732	1321	1297	1438
YDL150W	chrIV	183343	184611	+	1269	530	866	574	427	439	362
YDL177C	chrIV	141209	141721	-	513	284	479	405	185	276	143
YDR171W	chrIV	806621	807748	+	1128	27833	29044	28870	15286	18233	23079
YDR364C	chrIV	1202843	1204210	-	1368	1323	1849	1266	973	906	946
YDR309C	chrIV	1079048	1080199	-	1152	68	81	89	89	74	57
YDL239C	chrIV	26403	28775	-	2373	701	790	418	369	298	463
YDL228C	chrIV	45277	45918	-	642	1	1	0	0	0	0
YDL156W	chrIV	174918	176486	+	1569	522	608	575	338	363	304
YDL016C	chrIV	425570	425872	-	303	41	16	1	8	15	18
tX(XXX)D	chrIV	1150842	1150941	-	100	2	2	2	1	1	0
YDR524W-C	chrIV	1489403	1489492	+	90	798	1507	1133	625	946	583
YDL085W	chrIV	303211	304848	+	1638	12288	16706	8254	8778	7343	9840
YDR300C	chrIV	1061505	1062791	-	1287	458	705	468	360	337	356
YDL168W	chrIV	159604	160764	+	1161	8950	11056	7733	5131	5594	5825
YDR360W	chrIV	1194598	1195032	+	435	71	79	62	45	48	57
YDR195W	chrIV	848599	850200	+	1602	1182	1470	1292	744	866	681
YDR321W	chrIV	1108702	1109847	+	1146	256	341	176	177	207	161
YDR237W	chrIV	936615	937493	+	879	360	442	380	195	309	173
YDL127W	chrIV	234927	235853	+	927	69	95	98	57	92	64
YDR107C	chrIV	669016	671034	-	2019	518	643	513	274	364	375
YDR472W	chrIV	1403322	1404173	+	852	481	597	614	280	381	295
YDL030W	chrIV	397537	399129	+	1593	684	866	870	473	595	428
YDR468C	chrIV	1398026	1398700	-	675	2085	2756	1688	1073	1226	1038
YDL084W	chrIV	305237	306577	+	1341	974	1341	846	571	629	695
YDL203C	chrIV	96082	97953	-	1872	1344	1915	1297	963	1034	975
YDL025W-A	chrIV	405410	405514	+	105	0	0	0	0	0	0
YDR285W	chrIV	1032436	1035063	+	2628	568	665	577	333	443	281
YDL229W	chrIV	44065	45906	+	1842	617	1147	864	663	733	645
YDR329C	chrIV	1126270	1127595	-	1326	3553	4470	3960	2035	2574	2107
YDR034C	chrIV	509737	512109	-	2373	1971	2972	2289	1496	1447	1811
YDR009W	chrIV	463434	464996	+	1563	714	1120	1645	418	1062	732
tS(AGA)D2	chrIV	980974	981055	-	82	3	2	2	2	0	1
YDR488C	chrIV	1429188	1430789	-	1602	169	259	160	121	183	166
YDR103W	chrIV	658350	661103	+	2754	1512	1729	1407	922	859	1153
YDR336W	chrIV	1145092	1146036	+	945	480	562	372	202	251	193
YDL101C	chrIV	280307	281848	-	1542	333	338	269	237	205	240
YDR162C	chrIV	780390	781100	-	711	1029	1561	1282	710	967	696
YDR312W	chrIV	1087581	1088942	+	1362	647	986	729	466	526	428
YDL061C	chrIV	340628	340798	-	171	287	503	278	269	265	194
YDL040C	chrIV	378874	381438	-	2565	892	1280	865	621	683	818
YDR145W	chrIV	746738	748357	+	1620	3082	4261	2622	2016	2103	2377
YDR124W	chrIV	700315	701289	+	975	612	863	664	364	402	429
YDL231C	chrIV	38867	42244	-	3378	1822	2371	1655	1173	1177	1367
YDR190C	chrIV	840604	841995	-	1392	1231	1964	1218	941	973	1013
YDL064W	chrIV;chrIV	337487;337635	337524;338070	+;+	474	596	853	549	317	475	372
YDR463W	chrIV	1386816	1388375	+	1560	4895	6319	5021	3144	3486	3760
YDR491C	chrIV	1434500	1434991	-	492	156	152	137	82	69	93
YDR449C	chrIV	1357580	1358902	-	1323	270	498	281	248	305	181
YDL035C	chrIV	389172	392057	-	2886	5324	7023	5425	3265	3799	3824
YDR074W	chrIV	593893	596583	+	2691	64791	60338	47761	35003	33734	44975
YDR525W	chrIV	1489905	1490234	+	330	20	27	19	8	12	19
YDR257C	chrIV	969990	971474	-	1485	419	557	368	257	257	318
YDR402C	chrIV	1272234	1273703	-	1470	163	189	140	99	114	86
YDR450W	chrIV;chrIV	1359923;1360405	1359969;1360798	+;+	441	424	813	349	281	334	266
YDR376W	chrIV	1226822	1228303	+	1482	770	919	675	430	585	402
YDR161W	chrIV	779043	780206	+	1164	855	1102	756	600	598	555
YDR090C	chrIV	625066	625998	-	933	705	921	594	459	538	485
YDR189W	chrIV	838392	840392	+	2001	2418	2733	1998	1468	1378	1684
YDR524C	chrIV	1487542	1488990	-	1449	1152	1621	1040	872	942	947
YDL237W	chrIV	30657	31829	+	1173	729	930	679	437	466	662
YDR188W	chrIV	836421	838061	+	1641	1471	2001	1338	877	970	1121
YDL133C-A	chrIV	221724	221801	-	78	238	650	344	229	239	180
YDR531W	chrIV	1498232	1499335	+	1104	613	685	455	299	325	389
tG(GCC)D1	chrIV	83548	83618	+	71	3	0	0	0	1	0
YDR226W	chrIV	916486	917154	+	669	1190	1550	1022	717	782	710
YDL054C	chrIV	359825	361285	-	1461	1259	1245	942	628	689	921
YDL205C	chrIV	92762	93745	-	984	1017	1526	807	584	647	783
YDR537C	chrIV	1510856	1511461	-	606	36	43	33	18	28	31
YDR496C	chrIV	1441433	1443403	-	1971	975	1601	1049	802	816	770
YDR313C	chrIV	1089219	1090079	-	861	1415	1848	1294	813	912	936
YDL108W	chrIV;chrIV	267698;267807	267725;268699	+;+	921	1432	1545	1426	771	1068	711
tV(CAC)D	chrIV	1075472	1075544	-	73	18	28	8	6	9	7
YDR340W	chrIV	1150881	1151183	+	303	11	32	12	16	9	12
YDL147W	chrIV	190924	192261	+	1338	7058	9025	5993	4143	4658	4715
YDL081C	chrIV	309802	310122	-	321	1785	2775	1767	1414	1619	1537
YDR283C	chrIV	1025070	1030049	-	4980	2206	2570	2005	1276	1416	1434
YDR261C	chrIV	977521	979209	-	1689	202	260	282	140	182	153
YDL211C	chrIV	79294	80412	-	1119	109	184	143	85	93	61
YDL074C	chrIV	324047	326149	-	2103	974	1635	1030	820	776	774
YDL091C	chrIV	293392	294759	-	1368	2495	3107	2690	1348	1858	1580
YDR346C	chrIV	1167214	1168659	-	1446	2144	3061	2944	1387	1935	1270
YDR072C	chrIV	589761	591344	-	1584	4001	4639	3043	2915	2578	2713
YDR242W	chrIV	946807	948456	+	1650	732	888	705	433	515	476
YDR323C	chrIV	1112480	1114027	-	1548	571	787	688	344	410	366
YDR486C	chrIV	1427431	1428120	-	690	1984	2905	1992	1387	1569	1425
YDR420W	chrIV	1306267	1311675	+	5409	2465	3728	2405	2078	2016	2388
YDL122W	chrIV	242552	244981	+	2430	4610	6055	4132	3008	3081	2928
YDR390C	chrIV	1254937	1256847	-	1911	1328	1660	1118	874	974	1067
YDR481C	chrIV	1418550	1420250	-	1701	3121	4044	3602	2108	2409	2273
YDR318W	chrIV;chrIV	1103758;1103893	1103809;1104947	+;+	1107	718	771	693	404	481	347
YDL105W	chrIV	272389	273597	+	1209	209	305	276	143	165	109
YDL141W	chrIV	203039	205111	+	2073	694	970	583	488	489	514
YDR400W	chrIV	1271063	1272085	+	1023	492	618	434	303	353	306
YDR522C	chrIV	1483795	1485303	-	1509	56	56	48	28	34	14
YDL173W	chrIV	148191	149078	+	888	1939	2165	1914	1207	1568	1210
YDR279W	chrIV	1019368	1020420	+	1053	222	344	260	178	222	161
YDR281C	chrIV	1022007	1022321	-	315	366	1062	1566	306	819	175
YDR213W	chrIV	889751	892492	+	2742	712	1255	693	736	695	558
YDR179W-A	chrIV	819433	820824	+	1392	376	481	233	171	216	145
YDR330W	chrIV	1127872	1129374	+	1503	4477	5740	3814	2804	2786	3174
YDR106W	chrIV	667004	667858	+	855	85	112	66	52	71	50
YDL178W	chrIV	139522	141114	+	1593	1697	2663	1652	991	1145	1100
YDR484W	chrIV	1422763	1424688	+	1926	458	613	415	277	315	338
YDR308C	chrIV	1078027	1078449	-	423	267	535	315	155	275	136
YDL192W	chrIV	116321	116866	+	546	356	471	312	189	232	174
YDL202W	chrIV	98475	99224	+	750	400	451	371	270	220	255
YDR146C	chrIV	748613	750742	-	2130	136	174	205	152	140	136
YDR241W	chrIV	945151	945438	+	288	137	336	204	111	145	88
YDL158C	chrIV	173866	174174	-	309	23	36	20	14	18	19
YDL185W	chrIV	126787	130002	+	3216	4764	5779	4141	2958	3236	3948
YDR251W	chrIV	960614	963106	+	2493	2813	3168	2298	1718	1831	2146
tL(UAA)D	chrIV	519743	519826	+	84	6	18	2	6	4	12
YDR192C	chrIV	843569	844861	-	1293	626	809	628	415	466	508
YDR368W	chrIV	1213904	1214842	+	939	11040	13312	10089	6643	7157	6884
YDR494W	chrIV	1436930	1438015	+	1086	2223	2848	2173	1472	1615	1385
YDR399W	chrIV	1270068	1270733	+	666	510	1368	980	335	562	508
YDR070C	chrIV	588098	588379	-	282	26223	31951	21507	14359	14594	19651
YDR138W	chrIV	730578	732836	+	2259	1205	1434	1404	768	864	672
YDR031W	chrIV	503498	503863	+	366	386	683	403	223	302	228
YDR255C	chrIV	966557	967822	-	1266	1471	1996	1672	927	1090	1094
YDL060W	chrIV	341619	343985	+	2367	1434	1885	1163	961	943	977
YDR048C	chrIV	553084	553398	-	315	10	7	9	2	6	6
YDR067C	chrIV	582791	583465	-	675	833	1267	929	607	733	571
YDR126W	chrIV	703234	704244	+	1011	431	545	402	252	332	264
YDR315C	chrIV	1092741	1093586	-	846	317	455	213	147	202	122
YDL126C	chrIV	236157	238664	-	2508	16670	20252	13061	9516	9738	13341
YDR262W	chrIV	993134	993952	+	819	10456	13591	9180	6592	7648	7339
tQ(UUG)D3	chrIV	802731	802802	-	72	15	9	5	7	5	4
YDR345C	chrIV	1162957	1164660	-	1704	788	1328	2447	425	960	604
YDR079W	chrIV	603064	603399	+	336	364	598	324	233	277	191
YDR433W	chrIV	1329600	1330040	+	441	73	85	90	49	45	66
YDL144C	chrIV	198662	199732	-	1071	2215	2783	2210	1390	1563	1705
